comm_id,student_id,channel,subject,sent_date,status,responded,response_date
COM00107,STU0121,email,We've noticed you missed class - are you OK?,2025-03-17,Sent,False,
COM00108,STU0122,email,Engagement check-in,2025-02-27,Sent,False,
COM00109,STU0122,meeting,1:1 retention meeting,2025-02-28,Attended,True,2025-03-03
COM00110,STU0122,email,Attendance reminder,2025-03-08,No response,False,
COM00111,STU0122,email,Wellbeing check-in,2025-03-10,Opened,False,
COM00112,STU0122,sms,Office hours running today - come by,2025-03-12,No response,False,
COM00113,STU0122,meeting,1:1 retention meeting,2025-03-15,Rescheduled,False,
COM00114,STU0123,email,Engagement check-in,2025-03-20,Sent,False,
COM00115,STU0125,meeting,Wellbeing meeting,2025-02-22,No-show,False,
COM00116,STU0127,in_person,Class chat,2025-02-24,Conversation held,True,2025-02-26
COM00117,STU0127,email,Engagement check-in,2025-03-07,No response,False,
COM00118,STU0127,email,Resources to help you catch up,2025-03-13,Opened,False,
COM00119,STU0127,email,Engagement check-in,2025-03-17,Sent,False,
COM00120,STU0128,email,Assessment support is available,2025-02-24,Sent,False,
COM00121,STU0128,sms,Quick check-in - drop by office hours?,2025-02-25,No response,False,
COM00122,STU0128,email,Attendance reminder,2025-02-27,No response,False,
COM00123,STU0129,sms,Office hours running today - come by,2025-02-28,Sent,False,
COM00124,STU0131,phone,Tutor check-in call,2025-02-22,Answered,True,2025-02-23
COM00125,STU0133,email,Assessment support is available,2025-02-28,Sent,False,
COM00126,STU0136,sms,We noticed you missed class today,2025-02-28,Sent,False,
COM00127,STU0137,sms,Office hours running today - come by,2025-02-20,No response,False,
COM00128,STU0137,sms,Quick check-in - drop by office hours?,2025-02-24,No response,False,
COM00129,STU0137,email,Engagement check-in,2025-03-02,No response,False,
COM00130,STU0137,phone,Welfare call from your personal tutor,2025-03-05,Voicemail,False,
COM00131,STU0137,sms,We noticed you missed class today,2025-03-22,Sent,False,
COM00132,STU0139,email,Assessment support is available,2025-02-20,Opened,False,
COM00133,STU0139,email,Attendance reminder,2025-02-24,No response,False,
COM00134,STU0139,email,Resources to help you catch up,2025-03-13,Opened,False,
COM00135,STU0141,email,Attendance reminder,2025-02-20,Sent,False,
COM00136,STU0141,sms,Office hours running today - come by,2025-02-22,No response,False,
COM00137,STU0141,email,Engagement check-in,2025-02-23,No response,False,
COM00138,STU0141,phone,Tutor check-in call,2025-03-12,Voicemail,False,
COM00139,STU0141,sms,Office hours running today - come by,2025-03-19,No response,False,
COM00140,STU0142,in_person,Corridor catch-up,2025-03-04,Conversation held,True,2025-03-07
COM00141,STU0148,sms,We noticed you missed class today,2025-02-27,Sent,False,
COM00142,STU0148,email,Resources to help you catch up,2025-03-08,No response,False,
COM00143,STU0150,email,Resources to help you catch up,2025-02-28,No response,False,
COM00144,STU0150,email,Resources to help you catch up,2025-03-21,No response,False,
COM00145,STU0151,email,Assessment support is available,2025-03-18,No response,False,
COM00146,STU0152,in_person,Corridor catch-up,2025-02-26,Conversation held,True,2025-03-01
COM00147,STU0152,sms,Office hours running today - come by,2025-03-05,No response,False,
COM00148,STU0154,sms,We noticed you missed class today,2025-02-28,Sent,False,
COM00149,STU0155,sms,Quick check-in - drop by office hours?,2025-03-01,Sent,False,
COM00150,STU0158,sms,Quick check-in - drop by office hours?,2025-02-24,Sent,False,
COM00151,STU0158,email,Assessment support is available,2025-03-12,Sent,False,
COM00152,STU0158,phone,Welfare call from your personal tutor,2025-03-22,Voicemail,False,
COM00153,STU0160,meeting,1:1 retention meeting,2025-03-06,Attended,True,2025-03-08
COM00154,STU0163,sms,We noticed you missed class today,2025-03-02,Sent,False,
COM00155,STU0163,sms,Office hours running today - come by,2025-03-19,Sent,False,
COM00156,STU0164,email,We've noticed you missed class - are you OK?,2025-02-20,Sent,False,
COM00157,STU0164,sms,Office hours running today - come by,2025-02-23,Sent,False,
COM00158,STU0164,in_person,Class chat,2025-03-13,Conversation held,True,2025-03-14
COM00159,STU0164,meeting,Wellbeing meeting,2025-03-15,Rescheduled,False,
COM00160,STU0166,email,Engagement check-in,2025-02-25,No response,False,
COM00161,STU0166,email,Engagement check-in,2025-03-10,Opened,False,
COM00162,STU0166,email,Assessment support is available,2025-03-13,No response,False,
COM00163,STU0166,phone,Catch-up call,2025-03-21,Voicemail,False,
COM00164,STU0168,email,Resources to help you catch up,2025-03-03,Replied,True,2025-03-03
COM00165,STU0168,sms,Office hours running today - come by,2025-03-04,No response,False,
COM00166,STU0168,sms,We noticed you missed class today,2025-03-10,No response,False,
COM00167,STU0168,email,Resources to help you catch up,2025-03-13,Sent,False,
COM00168,STU0168,meeting,1:1 retention meeting,2025-03-17,Rescheduled,False,
COM00169,STU0168,sms,Quick check-in - drop by office hours?,2025-03-17,Sent,False,
COM00170,STU0168,email,Resources to help you catch up,2025-03-19,Sent,False,
COM00171,STU0176,email,Wellbeing check-in,2025-03-18,No response,False,
COM00172,STU0182,email,Attendance reminder,2025-02-21,Replied,True,2025-02-21
COM00173,STU0183,meeting,Tutor catch-up meeting,2025-02-24,Attended,True,2025-02-27
COM00174,STU0183,email,Attendance reminder,2025-03-03,No response,False,
COM00175,STU0183,email,Attendance reminder,2025-03-17,Sent,False,
COM00176,STU0185,email,Resources to help you catch up,2025-03-19,Opened,False,
COM00177,STU0186,email,Assessment support is available,2025-03-06,Opened,False,
COM00178,STU0186,email,Assessment support is available,2025-03-06,No response,False,
COM00179,STU0186,phone,Welfare call from your personal tutor,2025-03-08,Answered,True,2025-03-09
COM00180,STU0186,email,Attendance reminder,2025-03-17,Sent,False,
COM00181,STU0187,sms,We noticed you missed class today,2025-03-04,No response,False,
COM00182,STU0187,email,Assessment support is available,2025-03-17,No response,False,
COM00183,STU0187,email,Wellbeing check-in,2025-03-22,Replied,True,2025-03-22
COM00184,STU0191,sms,Office hours running today - come by,2025-03-12,Sent,False,
COM00185,STU0193,meeting,Wellbeing meeting,2025-03-03,Attended,True,2025-03-04
COM00186,STU0193,phone,Welfare call from your personal tutor,2025-03-13,Answered,True,2025-03-14
COM00187,STU0193,phone,Welfare call from your personal tutor,2025-03-18,Voicemail,False,
COM00188,STU0194,sms,Quick check-in - drop by office hours?,2025-03-09,Sent,False,
COM00189,STU0194,email,Wellbeing check-in,2025-03-14,Sent,False,
COM00190,STU0195,email,We've noticed you missed class - are you OK?,2025-03-08,Sent,False,
COM00191,STU0199,phone,Welfare call from your personal tutor,2025-03-12,Answered,True,2025-03-15
COM00192,STU0199,meeting,1:1 retention meeting,2025-03-13,Attended,True,2025-03-16
COM00193,STU0199,sms,Office hours running today - come by,2025-03-13,No response,False,
COM00194,STU0199,sms,Office hours running today - come by,2025-03-21,Sent,False,
COM00195,STU0201,phone,Welfare call from your personal tutor,2025-02-23,No answer,False,
COM00196,STU0201,email,Engagement check-in,2025-02-27,No response,False,
COM00197,STU0201,email,Resources to help you catch up,2025-03-04,Sent,False,
COM00198,STU0201,phone,Tutor check-in call,2025-03-08,Answered,True,2025-03-11
COM00199,STU0202,meeting,1:1 retention meeting,2025-02-25,Attended,True,2025-02-25
COM00200,STU0203,email,We've noticed you missed class - are you OK?,2025-03-08,Opened,False,
COM00201,STU0203,email,Engagement check-in,2025-03-10,Opened,False,
COM00202,STU0203,email,Attendance reminder,2025-03-14,Opened,False,
COM00203,STU0203,email,Wellbeing check-in,2025-03-21,No response,False,
COM00204,STU0203,email,We've noticed you missed class - are you OK?,2025-03-22,Sent,False,
COM00205,STU0208,email,Wellbeing check-in,2025-02-22,No response,False,
COM00206,STU0211,email,Wellbeing check-in,2025-02-28,Sent,False,
COM00207,STU0212,meeting,1:1 retention meeting,2025-02-24,No-show,False,
COM00208,STU0212,email,Assessment support is available,2025-02-27,No response,False,
COM00209,STU0212,phone,Tutor check-in call,2025-03-17,No answer,False,
COM00210,STU0214,email,Attendance reminder,2025-03-05,Opened,False,
COM00211,STU0214,sms,Quick check-in - drop by office hours?,2025-03-14,Sent,False,
COM00212,STU0215,email,Resources to help you catch up,2025-03-03,Opened,False,
COM00213,STU0215,sms,Quick check-in - drop by office hours?,2025-03-10,Sent,False,
COM00214,STU0215,meeting,1:1 retention meeting,2025-03-12,Rescheduled,False,
COM00215,STU0215,sms,Quick check-in - drop by office hours?,2025-03-15,No response,False,
COM00216,STU0215,email,Assessment support is available,2025-03-18,No response,False,
COM00217,STU0216,meeting,Wellbeing meeting,2025-02-22,Attended,True,2025-02-24
COM00218,STU0216,email,Attendance reminder,2025-02-23,No response,False,
COM00219,STU0216,sms,Quick check-in - drop by office hours?,2025-03-09,Sent,False,
COM00220,STU0219,sms,Quick check-in - drop by office hours?,2025-02-23,No response,False,
COM00221,STU0220,email,Attendance reminder,2025-03-13,No response,False,
COM00222,STU0221,sms,Quick check-in - drop by office hours?,2025-03-03,Sent,False,
COM00223,STU0223,email,Assessment support is available,2025-03-17,Opened,False,
COM00224,STU0223,email,Assessment support is available,2025-03-19,Sent,False,
COM00225,STU0224,email,Wellbeing check-in,2025-02-27,Opened,False,
COM00226,STU0224,email,Engagement check-in,2025-03-05,Replied,True,2025-03-06
COM00227,STU0224,email,Engagement check-in,2025-03-17,Opened,False,
COM00228,STU0224,email,Wellbeing check-in,2025-03-18,No response,False,
COM00229,STU0226,sms,Quick check-in - drop by office hours?,2025-02-27,No response,False,
COM00230,STU0226,sms,Quick check-in - drop by office hours?,2025-02-28,Sent,False,
COM00231,STU0226,email,Attendance reminder,2025-03-05,Sent,False,
COM00232,STU0229,sms,We noticed you missed class today,2025-02-26,Replied,True,2025-02-27
COM00233,STU0229,email,We've noticed you missed class - are you OK?,2025-03-03,Sent,False,
COM00234,STU0229,meeting,Tutor catch-up meeting,2025-03-07,No-show,False,
COM00235,STU0229,in_person,Corridor catch-up,2025-03-09,Conversation held,True,2025-03-09
COM00236,STU0229,phone,Welfare call from your personal tutor,2025-03-10,No answer,False,
COM00237,STU0230,email,Wellbeing check-in,2025-02-23,Sent,False,
COM00238,STU0230,meeting,Wellbeing meeting,2025-02-24,Attended,True,2025-02-26
COM00239,STU0230,phone,Welfare call from your personal tutor,2025-02-27,Voicemail,False,
COM00240,STU0230,sms,Quick check-in - drop by office hours?,2025-03-07,Sent,False,
COM00241,STU0231,sms,We noticed you missed class today,2025-02-20,Sent,False,
COM00242,STU0232,phone,Catch-up call,2025-02-26,Answered,True,2025-02-27
COM00243,STU0232,email,We've noticed you missed class - are you OK?,2025-03-01,No response,False,
COM00244,STU0232,meeting,1:1 retention meeting,2025-03-01,Attended,True,2025-03-04
COM00245,STU0232,sms,Quick check-in - drop by office hours?,2025-03-06,No response,False,
COM00246,STU0233,phone,Catch-up call,2025-03-13,Voicemail,False,
COM00247,STU0234,sms,We noticed you missed class today,2025-02-20,Sent,False,
COM00248,STU0234,sms,We noticed you missed class today,2025-03-01,No response,False,
COM00249,STU0237,email,We've noticed you missed class - are you OK?,2025-02-20,Replied,True,2025-02-20
COM00250,STU0238,email,Engagement check-in,2025-03-04,Opened,False,
COM00251,STU0244,sms,Quick check-in - drop by office hours?,2025-02-20,Sent,False,
COM00252,STU0244,sms,We noticed you missed class today,2025-02-26,Sent,False,
COM00253,STU0244,email,Wellbeing check-in,2025-03-01,No response,False,
COM00254,STU0244,email,Engagement check-in,2025-03-05,Opened,False,
COM00255,STU0244,meeting,Tutor catch-up meeting,2025-03-14,Rescheduled,False,
COM00256,STU0244,email,Engagement check-in,2025-03-18,Sent,False,
COM00257,STU0244,sms,Office hours running today - come by,2025-03-21,No response,False,
COM00258,STU0245,email,Attendance reminder,2025-03-10,No response,False,
COM00259,STU0246,meeting,Tutor catch-up meeting,2025-02-23,Attended,True,2025-02-26
COM00260,STU0246,in_person,Class chat,2025-03-05,Conversation held,True,2025-03-07
COM00261,STU0246,sms,Quick check-in - drop by office hours?,2025-03-08,No response,False,
COM00262,STU0246,email,Resources to help you catch up,2025-03-18,Sent,False,
COM00263,STU0246,phone,Tutor check-in call,2025-03-20,Answered,True,2025-03-20
COM00264,STU0247,email,Attendance reminder,2025-02-23,Replied,True,2025-02-23
COM00265,STU0248,meeting,Tutor catch-up meeting,2025-02-24,Rescheduled,False,
COM00266,STU0249,sms,Office hours running today - come by,2025-03-03,Sent,False,
COM00267,STU0250,meeting,Tutor catch-up meeting,2025-02-21,No-show,False,
COM00268,STU0251,meeting,Tutor catch-up meeting,2025-02-24,Attended,True,2025-02-27
COM00269,STU0251,email,Attendance reminder,2025-02-25,No response,False,
COM00270,STU0251,email,We've noticed you missed class - are you OK?,2025-03-06,Sent,False,
COM00271,STU0253,sms,Office hours running today - come by,2025-02-27,Replied,True,2025-03-02
COM00272,STU0253,phone,Welfare call from your personal tutor,2025-03-08,Answered,True,2025-03-09
COM00273,STU0261,email,Engagement check-in,2025-03-17,No response,False,
COM00274,STU0262,in_person,Corridor catch-up,2025-03-16,Conversation held,True,2025-03-18
COM00275,STU0265,meeting,Tutor catch-up meeting,2025-02-20,Rescheduled,False,
COM00276,STU0265,email,We've noticed you missed class - are you OK?,2025-03-04,No response,False,
COM00277,STU0266,email,Engagement check-in,2025-03-16,No response,False,
COM00278,STU0267,meeting,Wellbeing meeting,2025-02-26,Attended,True,2025-02-28
COM00279,STU0268,meeting,Tutor catch-up meeting,2025-03-01,Attended,True,2025-03-04
COM00280,STU0268,email,Attendance reminder,2025-03-01,Sent,False,
COM00281,STU0268,in_person,Class chat,2025-03-03,Conversation held,True,2025-03-06
COM00282,STU0268,meeting,1:1 retention meeting,2025-03-15,Attended,True,2025-03-16
COM00283,STU0269,email,Resources to help you catch up,2025-02-21,Replied,True,2025-02-23
COM00284,STU0270,phone,Tutor check-in call,2025-03-05,No answer,False,
COM00285,STU0270,email,Resources to help you catch up,2025-03-22,Sent,False,
COM00286,STU0273,email,We've noticed you missed class - are you OK?,2025-03-08,Opened,False,
COM00287,STU0274,email,Engagement check-in,2025-02-21,No response,False,
COM00288,STU0274,email,Wellbeing check-in,2025-03-11,Sent,False,
COM00289,STU0274,email,Attendance reminder,2025-03-17,No response,False,
COM00290,STU0274,sms,Office hours running today - come by,2025-03-20,Sent,False,
COM00291,STU0279,email,Resources to help you catch up,2025-03-22,Sent,False,
COM00292,STU0285,sms,Office hours running today - come by,2025-02-27,Sent,False,
COM00293,STU0286,sms,Office hours running today - come by,2025-02-25,No response,False,
COM00294,STU0288,sms,Quick check-in - drop by office hours?,2025-02-20,Sent,False,
COM00295,STU0289,in_person,Corridor catch-up,2025-02-20,Conversation held,True,2025-02-23
COM00296,STU0289,email,Wellbeing check-in,2025-03-09,Opened,False,
COM00297,STU0289,meeting,Tutor catch-up meeting,2025-03-13,No-show,False,
COM00298,STU0291,meeting,1:1 retention meeting,2025-02-21,Rescheduled,False,
COM00299,STU0293,email,Assessment support is available,2025-03-03,Sent,False,
COM00300,STU0293,email,Engagement check-in,2025-03-06,Sent,False,
COM00301,STU0293,email,Resources to help you catch up,2025-03-19,No response,False,
COM00302,STU0293,email,Attendance reminder,2025-03-22,No response,False,
COM00303,STU0294,sms,We noticed you missed class today,2025-02-21,Sent,False,
COM00304,STU0294,email,We've noticed you missed class - are you OK?,2025-02-26,No response,False,
COM00305,STU0294,sms,We noticed you missed class today,2025-03-09,Sent,False,
COM00306,STU0296,email,Engagement check-in,2025-03-22,No response,False,
COM00307,STU0299,email,Resources to help you catch up,2025-02-20,No response,False,
COM00308,STU0299,phone,Tutor check-in call,2025-02-26,No answer,False,
COM00309,STU0300,email,Resources to help you catch up,2025-02-24,Replied,True,2025-02-25
COM00310,STU0300,phone,Catch-up call,2025-03-13,No answer,False,
COM00311,STU0301,phone,Tutor check-in call,2025-03-06,No answer,False,
COM00312,STU0302,phone,Catch-up call,2025-02-21,No answer,False,
COM00313,STU0302,meeting,Tutor catch-up meeting,2025-03-11,No-show,False,
COM00314,STU0302,sms,Office hours running today - come by,2025-03-19,Sent,False,
COM00315,STU0304,email,Engagement check-in,2025-03-02,No response,False,
COM00316,STU0304,email,Engagement check-in,2025-03-19,Sent,False,
COM00317,STU0307,sms,We noticed you missed class today,2025-03-05,Sent,False,
COM00318,STU0307,sms,We noticed you missed class today,2025-03-08,Sent,False,
COM00319,STU0307,email,Assessment support is available,2025-03-14,No response,False,
COM00320,STU0308,meeting,Tutor catch-up meeting,2025-03-04,No-show,False,
COM00321,STU0308,meeting,Tutor catch-up meeting,2025-03-19,No-show,False,
COM00322,STU0309,phone,Tutor check-in call,2025-02-20,Voicemail,False,
COM00323,STU0309,phone,Catch-up call,2025-03-02,Voicemail,False,
COM00324,STU0309,sms,We noticed you missed class today,2025-03-06,No response,False,
COM00325,STU0309,sms,Office hours running today - come by,2025-03-11,No response,False,
COM00326,STU0309,sms,We noticed you missed class today,2025-03-14,No response,False,
COM00327,STU0309,email,Wellbeing check-in,2025-03-16,No response,False,
COM00328,STU0310,sms,We noticed you missed class today,2025-03-01,No response,False,
COM00329,STU0310,sms,Office hours running today - come by,2025-03-06,Sent,False,
COM00330,STU0310,meeting,Wellbeing meeting,2025-03-08,Attended,True,2025-03-08
COM00331,STU0310,meeting,1:1 retention meeting,2025-03-15,No-show,False,
COM00332,STU0312,email,Resources to help you catch up,2025-03-03,No response,False,
COM00333,STU0312,phone,Catch-up call,2025-03-14,Answered,True,2025-03-16
COM00334,STU0313,email,Engagement check-in,2025-02-20,No response,False,
COM00335,STU0313,email,Wellbeing check-in,2025-03-01,No response,False,
COM00336,STU0314,email,We've noticed you missed class - are you OK?,2025-02-25,Opened,False,
COM00337,STU0314,email,We've noticed you missed class - are you OK?,2025-03-10,Opened,False,
COM00338,STU0315,sms,Office hours running today - come by,2025-02-26,Sent,False,
COM00339,STU0315,sms,Quick check-in - drop by office hours?,2025-03-22,Replied,True,2025-03-22
COM00340,STU0316,email,Assessment support is available,2025-03-08,No response,False,
COM00341,STU0317,meeting,1:1 retention meeting,2025-03-04,No-show,False,
COM00342,STU0317,email,Wellbeing check-in,2025-03-09,Sent,False,
COM00343,STU0317,sms,Quick check-in - drop by office hours?,2025-03-11,Sent,False,
COM00344,STU0320,email,We've noticed you missed class - are you OK?,2025-03-13,No response,False,
COM00345,STU0320,phone,Catch-up call,2025-03-15,Voicemail,False,
COM00346,STU0321,email,Attendance reminder,2025-03-08,No response,False,
COM00347,STU0321,email,Attendance reminder,2025-03-20,Sent,False,
COM00348,STU0325,phone,Welfare call from your personal tutor,2025-02-22,Answered,True,2025-02-25
COM00349,STU0329,phone,Tutor check-in call,2025-02-25,No answer,False,
COM00350,STU0330,phone,Catch-up call,2025-03-11,No answer,False,
COM00351,STU0331,sms,Office hours running today - come by,2025-03-13,Replied,True,2025-03-16
COM00352,STU0333,email,Wellbeing check-in,2025-03-10,No response,False,
COM00353,STU0333,in_person,Corridor catch-up,2025-03-22,Conversation held,True,2025-03-22
COM00354,STU0334,email,Assessment support is available,2025-03-03,Replied,True,2025-03-06
COM00355,STU0335,email,Attendance reminder,2025-02-28,No response,False,
COM00356,STU0335,phone,Catch-up call,2025-03-05,No answer,False,
COM00357,STU0338,phone,Tutor check-in call,2025-02-24,Voicemail,False,
COM00358,STU0338,email,Engagement check-in,2025-02-25,Sent,False,
COM00359,STU0338,email,Engagement check-in,2025-03-22,No response,False,
COM00360,STU0340,sms,Office hours running today - come by,2025-02-22,No response,False,
COM00361,STU0342,sms,We noticed you missed class today,2025-03-22,Sent,False,
COM00362,STU0344,sms,Quick check-in - drop by office hours?,2025-03-05,Sent,False,
COM00363,STU0344,email,Engagement check-in,2025-03-08,No response,False,
COM00364,STU0344,phone,Catch-up call,2025-03-09,No answer,False,
COM00365,STU0344,in_person,Class chat,2025-03-10,Conversation held,True,2025-03-10
COM00366,STU0344,email,Attendance reminder,2025-03-22,No response,False,
COM00367,STU0345,email,Attendance reminder,2025-02-23,Opened,False,
